,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
3372,LEGISLATURE,senate,747.8666667,691.8965517,30,29,2,1,6,6.49,2.52,1,3170,NN|JJ,supraordinate,0.053,0.62,0.401260089,2.12775928,11,0.78,1.61,0,20452,2045.2,NN
3373,LEGS,shave,598.0967742,673.03125,31,32,2,1,5,13.76,2.85,10,1181,NN|VB,unclassified,0.027,0.14,0,1.644183404,4,55.59,3.45,8,4123,1374.33,NN|VB
3374,LEGS,innocent,791.5,672.7096774,28,31,4,0,8,54.51,3.44,0,2455.71,JJ|NN,,,,0.015171915,0,4,55.59,3.45,8,4123,1374.33,NN|VB
3375,LEMON,believe,552.0666667,790.5483871,30,31,4,0,7,625.14,4.5,1,1495.67,VB,,,,0.063301341,0.01502585,5,12.02,2.79,1,9997,2499.25,NN|JJ
3376,LEMON,fruit,610.3548387,651.5625,31,32,2,1,5,21.73,3.04,0,913.75,NN,supraordinate,0.045,0.34,0.100396229,6.690744093,5,12.02,2.79,1,9997,2499.25,NN|JJ
3377,LEND,borrow,749.9666667,640.59375,30,32,1,1,6,29.31,3.17,4,1385,VB,synonym,0.554,0.81,0.573608934,1.830422924,11.67,2.78,4,12,8994,2998,VB
3378,LEND,date,637.03125,631.2258065,32,31,3,0,4,141.53,3.86,17,3036.67,NN|VB,,,,0.070158906,0.229499498,11.67,2.78,4,12,8994,2998,VB
3381,LENS,closing,688.2580645,670.8125,31,32,3,0,7,26.14,3.13,0,2567.5,VB|NN,,,,0.019065103,0.02692904,4.67,2.38,4,9,9088,3029.33,NN
3382,LENS,glasses,644.59375,648.53125,32,32,1,1,7,33.12,3.23,2,1999.67,NN,perceptual property,0.553,0.26,0.228292543,1.48556165,4.67,2.38,4,9,9088,3029.33,NN
3383,LEOPARD,tiger,598.0689655,619.516129,29,31,2,1,5,18.53,2.98,4,3242,NN,category,0.15,0.5,0.186203155,15.54855228,7,5.41,2.44,2,9100,1516.67,NN
3384,LEOPARD,yes,640.0322581,615.0967742,31,31,4,0,3,1996.76,5.01,3,2335.5,minor|NN,,,,0.024033667,0.051587098,7,5.41,2.44,2,9100,1516.67,NN
3385,LESS,fox,714.0645161,589.5333333,31,30,4,0,3,21.61,3.04,6,343,NN|VB,,,,0.029279739,0.004942499,4,111.1,3.75,8,9476,3158.67,JJ|RB|minor
3386,LESS,zero,612.8709677,699.2413793,31,29,2,1,4,21.45,3.04,2,2936.33,minor|NN|VB,unclassified,0.049,0.16,0.009521523,0.151884485,4,111.1,3.75,8,9476,3158.67,JJ|RB|minor
3387,LET,item,671,722.84375,31,32,4,0,4,12.31,2.8,1,2532.67,NN,,,,0.088030942,0.042415737,3,2419.24,5.09,16,4770,2385,VB|NN
3388,LET,do,641.0357143,681.03125,28,32,2,1,2,6135.59,5.5,7,588,VB|NN,unclassified,0.026,0.56,0.382466135,0.237778465,3,2419.24,5.09,16,4770,2385,VB|NN
3389,LETTER,note,537.0333333,607.516129,30,31,2,1,4,53.55,3.44,7,2033,NN|VB,synonym,0.041,0.22,0.320909017,0.145529729,6,82.61,3.62,6,15999,3199.8,NN
3390,LETTER,steak,671.2903226,823.6206897,31,29,4,0,5,16.24,2.92,5,2526.5,NN,,,,0.016981539,0.099978942,6,82.61,3.62,6,15999,3199.8,NN
3391,LETTUCE,tomato,629.4666667,649.5454545,30,33,1,1,6,5.9,2.48,0,1962,NN,script,0.292,0.52,0.200395378,73.55216195,3.39,2.24,7,0,8257,1376.17,NN
3392,LETTUCE,asleep,858.90625,803,32,29,3,0,6,49.82,3.41,0,1368.4,RB|JJ,,,,0.058793322,0.248674623,3.39,2.24,7,0,8257,1376.17,NN
3393,LEVEL,even,702.78125,605.1290323,32,31,1,1,4,875.92,4.65,3,2065.67,RB|JJ|NN|VB,synonym,0.125,0.23,0.131697798,0.101781587,51.63,3.42,5,4,7531,1882.75,NN|VB
3394,LEVEL,hug,632.4375,642.9375,32,32,3,0,3,19.33,2.99,15,303.5,NN|VB,,,,0.050549528,0.015772348,51.63,3.42,5,4,7531,1882.75,NN|VB
3395,LEVER,pull,575.8709677,648.3333333,31,30,1,1,4,146.45,3.87,13,1016,VB|NN,functional property,0.171,0.37,0.10365424,3.947517047,3.2,2.21,5,9,11959,2989.75,NN|VB
3396,LEVER,hay,777.5,761.6206897,26,29,3,0,3,6.37,2.51,19,784,NN,,,,0.02082503,0.125729388,3.2,2.21,5,9,11959,2989.75,NN|VB
3397,LIBEL,gloves,745.2903226,665.6666667,31,30,3,0,6,16.24,2.92,4,1767.2,NN|VB,,,,0.07664848,0.076506524,1.1,1.76,5,1,5734,1433.5,NN|VB
3398,LIBEL,lawsuit,716.59375,765.8387097,32,31,1,1,7,6.1,2.49,0,971.67,NN,unclassified,0.122,0.43,0.115010927,7.47789317,1.1,1.76,5,1,5734,1433.5,NN|VB
3399,LIBERAL,direction,686.0625,795.2903226,32,31,3,0,9,24.08,3.09,0,2695,NN,,,,0.043900576,0,3.98,2.31,7,1,16336,2722.67,JJ
3400,LIBERTY,freedom,651.0909091,713.6206897,33,29,1,1,7,33.1,3.23,0,2013.33,NN,synonym,0.352,0.7,0.200086395,1.777669672,16.65,2.93,7,0,11867,1977.83,NN
3401,LIBERTY,bathroom,746.7878788,676.7741935,33,31,3,0,8,61.67,3.5,0,1545.29,NN,,,,0.017185225,0.131122681,16.65,2.93,7,0,11867,1977.83,NN
3404,LICENSE,swing,670.5483871,709.5,31,32,4,0,5,25.98,3.12,6,2869.5,NN|VB,,,,0.062316525,0.02012192,7,32.06,3.21,0,14375,2395.83,NN|VB
3405,LICENSE,driving,645.3125,754.4375,32,32,2,1,7,74.12,3.58,0,2620.67,VB|NN,bpa,0.034,0.72,0.078102958,0.235261863,7,32.06,3.21,0,14375,2395.83,NN|VB
3406,LICK,secure,857.9655172,742.8709677,29,31,3,0,6,24.33,3.09,0,1977.2,VB|JJ,,,,0.043393753,0.065416018,10.96,2.75,4,13,5982,1994,VB|NN
3407,LICK,tongue,652.0625,635.1818182,32,33,1,1,6,31.16,3.2,0,2134.2,NN,functional property,0.172,0.33,0.105028109,3.441061499,10.96,2.75,4,13,5982,1994,VB|NN
3408,LID,cover,659.40625,615.3333333,32,30,1,1,5,94.27,3.68,10,2769.25,VB|NN,synonym,0.326,0.35,0.149238856,0.601819811,4.92,2.4,3,12,3594,1797,NN
3409,LID,bird,755.3,675.8666667,30,30,3,0,4,45.45,3.37,3,684.33,NN,,,,0.052759484,0.171679749,4.92,2.4,3,12,3594,1797,NN
3410,LIFE,dish,738.9655172,641,29,29,4,0,4,11.45,2.77,6,1977,NN|VB,,,,0.119094665,0.122939119,4,796.65,4.61,9,3822,1274,NN
3411,LIFE,forever,619.5483871,709.7096774,31,31,2,1,7,88.8,3.66,0,2738.17,RB|NN,unclassified,0.012,0.4,0.154942991,0.335905373,4,796.65,4.61,9,3822,1274,NN
3412,LIFT,one,589.9677419,607.9666667,31,30,4,0,3,3072.24,5.2,3,3440.5,minor|NN,,,,0.026308702,0,4,34.14,3.24,9,3411,1137,VB|NN
3413,LIFT,heavy,621.6875,731.125,32,32,2,1,5,47.29,3.38,2,989,JJ|NN|RB,unclassified,0.089,0.44,0.191463557,0.731234945,4,34.14,3.24,9,3411,1137,VB|NN
3416,LIGHTNING,plant,816.1,583.2333333,30,30,3,0,5,27.61,3.15,4,2324.25,NN|VB,,,,0.059565681,0.012557118,14.14,2.86,9,0,16773,2096.63,NN
3417,LIGHTNING,thunder,608.3548387,709.8064516,31,31,1,1,7,13.31,2.83,0,2332.33,NN|VB,script,0.354,0.83,0.138860065,9.562607256,14.14,2.86,9,0,16773,2096.63,NN
3418,LIKE,love,677.5806452,594.0625,31,32,1,1,4,1114.98,4.75,12,1303.67,NN|VB,category,0.335,0.37,0.373368916,0.309213899,3998.96,5.31,4,12,3736,1245.33,minor|VB|NN|JJ
3419,LIKE,britain,1077.764706,1015.047619,17,21,3,0,7,4.55,2.37,0,2552.83,NN,,,,0.004820485,0,3998.96,5.31,4,12,3736,1245.33,minor|VB|NN|JJ
3420,LIME,lemon,626.8709677,704.8064516,31,31,1,1,5,12.02,2.79,1,2499.25,NN|JJ,category,0.573,0.33,0.200276051,32.85570546,3.29,2.23,4,13,5375,1791.67,NN|VB
3421,LIME,tongue,668.8666667,724.0606061,30,33,3,0,6,31.16,3.2,0,2134.2,NN,,,,0.061439662,0.097429005,3.29,2.23,4,13,5375,1791.67,NN|VB
3422,LIMOUSINE,prom,775.6206897,801.4074074,29,27,2,1,4,17.76,2.96,8,1568,NN,script,0.019,-0.04,0,3.531335304,9,2.82,2.16,0,18609,2326.13,NN
3423,LIMOUSINE,full,675.09375,676.6774194,32,31,4,0,4,166.9,3.93,14,1020.33,JJ|RB,,,,0.049291592,0.086619184,9,2.82,2.16,0,18609,2326.13,NN
3424,LINE,peach,618.8333333,723.2727273,30,33,4,0,5,6.35,2.51,7,1614.75,NN,,,,0,0,4,206.18,4.02,17,11918,3972.67,NN|VB
3425,LINE,wait,619.0909091,704.0666667,33,30,2,1,4,830.25,4.63,10,1253.33,VB|NN,functional property,0.031,0.11,0.110702505,0.143660244,4,206.18,4.02,17,11918,3972.67,NN|VB
3426,LINEN,sheets,642.71875,694.5625,32,32,1,1,6,12.47,2.8,1,1254.8,NN,script,0.481,0.2,0.039341227,1.593382542,2.92,2.18,5,3,15734,3933.5,NN
3427,LINEN,shark,629.3125,726.8709677,32,31,3,0,5,14.98,2.88,8,1418.75,NN,,,,0.041122065,0,2.92,2.18,5,3,15734,3933.5,NN
3428,LINGERIE,attic,746.9333333,759.8148148,30,27,3,0,5,7.84,2.6,1,2980.5,NN,,,,0.070784695,0.028766817,2.82,2.16,8,0,25062,3580.29,NN
3429,LINGERIE,sexy,629.5483871,646.4516129,31,31,1,1,4,29.98,3.18,0,883.67,JJ,bpa,0.286,0.15,0,5.828142275,2.82,2.16,8,0,25062,3580.29,NN
3430,LINK,attack,648.2333333,723.375,30,32,3,0,6,75.55,3.59,1,1827.2,NN|VB,,,,0.015891043,0,11.94,2.79,4,12,9929,3309.67,NN|VB
3431,LINK,chain,637.1875,668.78125,32,32,1,1,5,21.22,3.03,1,2619,NN|VB,bpa,0.4,0.42,0.059546819,0.143818208,11.94,2.79,4,12,9929,3309.67,NN|VB
3432,LINT,chest,588.8387097,655.90625,31,32,3,0,5,40.98,3.32,3,2830,NN,,,,0.020613594,0,1.33,1.84,4,10,12661,4220.33,NN
3433,LINT,dust,628,610.1290323,31,31,1,1,4,23.84,3.09,10,1797.33,NN|VB,category,0.204,0.21,0.16308062,6.013581674,1.33,1.84,4,10,12661,4220.33,NN
3434,LION,religion,730.1333333,710.7931034,30,29,3,0,8,13.86,2.85,0,2504.86,NN,,,,0.0397471,0.163943436,15.35,2.89,4,4,9862,3287.33,NN
3435,LION,tiger,597.3793103,659.1935484,29,31,1,1,5,18.53,2.98,4,3242,NN,category,0.362,0.68,0.17102862,2.65479206,15.35,2.89,4,4,9862,3287.33,NN
3436,LIP,tongue,690.3,669,30,29,2,1,6,31.16,3.2,0,2134.2,NN,category,0.071,0.4,0.174230358,7.54631567,3,10.75,2.74,15,3274,1637,NN
3437,LIP,worst,687.3333333,653.7741935,30,31,4,0,5,56.35,3.46,1,2031.5,JJ|RB|NN|VB,,,,0,0,3,10.75,2.74,15,3274,1637,NN
3438,LIPS,kiss,535.9354839,581.75,31,32,1,1,4,121.16,3.79,5,1585.33,NN|VB,functional property,0.432,0.55,0.10919004,4.281312671,31.18,3.2,4,7,3580,1193.33,NN
3439,LIPS,states,739.4285714,781.1666667,28,30,3,0,6,54.1,3.44,6,3701.4,NN|VB,,,,0.063208405,0.067963656,31.18,3.2,4,7,3580,1193.33,NN
3440,LIQUID,wet,557.5806452,572.96875,31,32,2,1,3,39.22,3.3,14,919,JJ|NN|VB,perceptual property,0.021,0.16,0.13925893,1.023910258,6,7.75,2.6,0,4605,921,JJ|NN
3441,LIQUID,right,634.2903226,583.8064516,31,31,4,0,5,4008.39,5.31,7,1125.75,NN|JJ|RB|VB,,,,0.042812533,0.168760991,6,7.75,2.6,0,4605,921,JJ|NN
3442,LIST,groceries,706.8484848,821.6,33,30,1,1,9,5.9,2.48,0,2493.75,NN,bpa,0.147,0.25,0.046447184,0.082338696,80.59,3.61,4,12,9072,3024,NN|VB
3443,LIST,hit,586.28125,671.84375,32,32,3,0,3,275,4.15,15,1631.5,VB,,,,0.077526865,0.063520403,80.59,3.61,4,12,9072,3024,NN|VB
3444,LISTEN,hear,535.1612903,645.3225806,31,31,1,1,4,555.35,4.45,17,2176.33,VB|NN,unclassified,0.506,0.72,0.294906653,0.859565321,544.78,4.44,6,1,17283,3456.6,VB|NN
3445,LISTEN,air,629.137931,628.5,29,32,3,0,3,139.02,3.85,5,864,NN|VB,,,,0.079169092,0.085780665,544.78,4.44,6,1,17283,3456.6,VB|NN
3446,LIT,object,717.483871,603.0967742,31,31,4,0,6,25.76,3.12,1,595,NN,,,,0.173522012,0.069187105,3,9.73,2.7,14,4925,2462.5,VB|JJ
3447,LIT,on,680.5862069,655.3548387,29,31,2,1,2,6955.73,5.55,9,4606,minor|JJ,unclassified,0.027,0.45,0.208326826,0.086708292,3,9.73,2.7,14,4925,2462.5,VB|JJ
3448,LITERATURE,ruler,611.2413793,744.6206897,29,29,4,0,5,3.18,2.21,2,2819.25,NN,,,,0.216438537,0.092046211,10,6.39,2.51,0,29408,3267.56,NN
3449,LITERATURE,poetry,627.5625,710.516129,32,31,2,1,6,13.37,2.83,0,979.4,NN,supraordinate,0.027,0.8,0.449161397,2.371245508,10,6.39,2.51,0,29408,3267.56,NN
3450,LITTER,cats,610.6451613,693.6896552,31,29,1,1,4,19.73,3,13,2330,NN,script,0.236,0.27,0.102311859,2.570068667,3.92,2.3,6,6,16154,3230.8,NN|VB
3451,LITTER,fall,605.3548387,632.1612903,31,31,3,0,4,118.51,3.78,12,1703,NN|VB,,,,0.138821484,0.735150601,3.92,2.3,6,6,16154,3230.8,NN|VB
3452,LIVE,none,668.6129032,679.4482759,31,29,4,0,4,110.61,3.75,13,2560,NN,,,,0.044254088,0.111543169,4,344.59,4.24,11,5522,1840.67,VB
3453,LIVE,happy,610.0322581,585.40625,31,32,2,1,5,333.2,4.23,4,652.25,JJ,unclassified,0.022,0.17,0.085392032,0.215716438,4,344.59,4.24,11,5522,1840.67,VB
3454,LIVER,onion,688.9333333,663.9032258,30,31,1,1,5,4.24,2.34,2,3309.5,NN,fpa,0.152,0,0.048377651,1.957801272,14.29,2.86,5,10,11684,2921,NN
3455,LIVER,forward,645.8387097,711.4848485,31,33,3,0,7,72.33,3.57,0,1278.83,RB|JJ|VB|NN,,,,0.222534041,0.093243898,14.29,2.86,5,10,11684,2921,NN
3456,LIZARD,perfume,676.0333333,662.625,30,32,3,0,7,11.43,2.77,0,1789.83,NN,,,,0.070823412,0.021952094,4.84,2.39,6,1,7105,1421,NN
3457,LIZARD,reptile,701.137931,659.0714286,29,28,1,1,7,1.41,1.86,0,2534,NN,supraordinate,0.154,0.77,0.19477601,16.59069823,4.84,2.39,6,1,7105,1421,NN
3458,LOAD,republican,851.28125,838.9666667,32,30,3,0,10,4.04,2.32,0,1943.89,NN|JJ,,,,0.348983848,0.082296739,29.22,3.17,4,9,2940,980,NN|VB
3459,LOAD,heavy,610.7419355,593.969697,31,33,1,1,5,47.29,3.38,2,989,JJ|NN|RB,bpa,0.243,0.36,0.263365903,0.654108088,29.22,3.17,4,9,2940,980,NN|VB
3460,LOAN,shark,686.3870968,571.6,31,30,2,1,5,14.98,2.88,8,1418.75,NN,fpa,0.024,0,0.048430692,1.749256086,4,19.86,3.01,7,5372,1790.67,NN|VB
3461,LOAN,wimp,881.6428571,902.5416667,28,24,4,0,4,,,,,NN,,,,0.082083625,0.128200358,4,19.86,3.01,7,5372,1790.67,NN|VB
3464,LOBSTER,crab,626.0625,763.46875,32,32,1,1,4,6.9,2.55,7,1637.33,NN,category,0.141,0.5,0.179457135,38.95899606,7.33,2.57,7,1,16174,2695.67,NN
3465,LOBSTER,increase,670.5483871,748.7,31,30,3,0,8,8.55,2.64,0,2706.29,NN,,,,0.045229398,0.070876591,7.33,2.57,7,1,16174,2695.67,NN
3466,LOCAL,mother,619.34375,901.2413793,32,29,4,0,6,479.92,4.39,1,2220.6,NN,,,,0.138512087,0.04386667,5,41.73,3.33,3,6985,1746.25,JJ|NN
3467,LOCAL,far,624.9354839,697.1034483,31,29,2,1,3,220.76,4.05,16,1696.5,RB|JJ,antonym,0.041,0.15,0.034945522,0.060422363,5,41.73,3.33,3,6985,1746.25,JJ|NN
3468,LOCATION,home,744.137931,639.65625,29,32,2,1,4,774.33,4.6,9,1384,NN|VB|RB,unclassified,0.043,0.11,0.110330619,0.121433062,8,24.76,3.1,2,19993,2856.14,NN
3469,LOCATION,wound,637.9,714.3225806,30,31,4,0,5,26.53,3.13,8,1407.75,VB,,,,0.019437126,0.139415923,8,24.76,3.1,2,19993,2856.14,NN
3470,LODGE,cabin,580.375,643.21875,32,32,1,1,5,19.65,3,0,2580,NN,category,0.138,0.38,0.128358864,3.12142649,6.69,2.53,5,2,3353,838.25,NN|VB
3471,LODGE,vine,691.6956522,837.5806452,23,31,3,0,4,2.1,2.03,12,3315.67,NN,,,,0.036451359,0.060977491,6.69,2.53,5,2,3353,838.25,NN|VB
3472,LOFT,bed,644.7096774,663.8387097,31,31,1,1,3,187.12,3.98,13,2671.5,NN|VB,unclassified,0.27,0.44,0.090284618,1.086341881,3.65,2.27,4,5,1829,609.67,NN
3473,LOFT,sample,657.9032258,717.6129032,31,31,3,0,6,14.59,2.87,1,1350.4,NN|VB,,,,0.062227305,0.011761483,3.65,2.27,4,5,1829,609.67,NN
3474,LOG,attack,773.4666667,735.4193548,30,31,4,0,6,75.55,3.59,1,1827.2,NN|VB,,,,0.033273598,0.087691126,3,11.96,2.79,14,1975,987.5,NN|VB
3475,LOG,cabin,654.7096774,668.4193548,31,31,2,1,5,19.65,3,0,2580,NN,fpa,0.109,0.56,0.203300477,9.758950525,3,11.96,2.79,14,1975,987.5,NN|VB
3476,LONDON,england,685,625.125,31,32,1,1,7,35.22,3.25,0,2572.5,NN,fpa,0.365,0.63,0.280334584,0.631352956,46.02,3.37,6,0,13031,2606.2,NN
3477,LONDON,title,680.5925926,675.7142857,27,28,3,0,5,18.57,2.98,1,2697.5,NN,,,,0.087135537,0.078596519,46.02,3.37,6,0,13031,2606.2,NN
3478,LONELY,alone,635.0666667,574.59375,30,32,1,1,5,308.53,4.2,3,2853.5,RB|JJ,synonym,0.219,0.6,0.15793475,0.394187328,41.67,3.33,6,1,11628,2325.6,JJ|RB
3479,LONELY,kiss,608.59375,568.3,32,30,3,0,4,121.16,3.79,5,1585.33,NN|VB,,,,0.020246008,0.048279728,41.67,3.33,6,1,11628,2325.6,JJ|RB
3480,LOOK,spider,760.9655172,645.3666667,29,30,4,0,6,10.1,2.71,0,2251.8,NN,,,,0.103437039,0.019075835,4,1947.27,5,11,2624,874.67,VB|NN
3481,LOOK,eye,654.5625,613.483871,32,31,2,1,3,111.78,3.76,8,209,NN|VB,functional property,0.039,0.32,0.279629483,0.45662047,4,1947.27,5,11,2624,874.67,VB|NN
3482,LOOKS,apology,644.1612903,840.9032258,31,31,4,0,7,15.76,2.91,0,892.67,NN,,,,0.073467735,0.067191269,5,311.49,4.2,7,2864,716,VB|NN
3483,LOOKS,pretty,605.21875,744.71875,32,32,2,1,6,392.22,4.3,0,1722.8,RB|JJ,unclassified,0.131,0.38,0.18206923,0.44857212,5,311.49,4.2,7,2864,716,VB|NN
3484,LOOSE,tight,589.78125,761.7333333,32,30,1,1,5,50.92,3.41,7,1601.5,JJ|RB,antonym,0.565,0.58,0.253826631,2.930127236,41.78,3.33,5,4,5271,1317.75,JJ|VB|NN
3485,LOOSE,shine,744.9655172,645.4375,29,32,3,0,5,20.65,3.02,8,2887.75,VB|NN,,,,0.122826322,0.047170417,41.78,3.33,5,4,5271,1317.75,JJ|VB|NN
3488,LORD,seatbelt,752.5555556,784.6551724,27,29,4,0,8,,,,,NN,,,,0,0,4,138.16,3.85,7,4851,1617,NN|VB
3489,LORD,christ,659.2333333,719.6551724,30,29,2,1,6,90.14,3.66,0,2193,NN,synonym,0.027,0.27,0.082572103,0.724414779,4,138.16,3.85,7,4851,1617,NN|VB
3490,LOSE,defeat,780.3870968,633.5151515,31,33,2,1,6,11.37,2.76,1,1923,VB|NN,unclassified,0.014,0.2,0.170701121,1.192471582,4,164.35,3.92,14,4345,1448.33,VB
3491,LOSE,style,609.7419355,774.65625,31,32,4,0,5,30.08,3.19,2,1944.25,NN,,,,0.054542879,0.074904456,4,164.35,3.92,14,4345,1448.33,VB
3492,LOSER,up,683.15625,669.40625,32,32,4,0,2,3670,5.27,1,403,minor|VB|JJ|RB,,,,0.055576547,1.342317271,5,27.08,3.14,6,10507,2626.75,NN
3493,LOSER,geek,825.7741935,725.6451613,31,31,2,1,4,,,,,NN,unclassified,0.023,,0,1.093947081,5,27.08,3.14,6,10507,2626.75,NN
3494,LOSS,gain,582.7741935,626.6129032,31,31,1,1,4,13.73,2.85,9,2809.33,VB|NN,antonym,0.23,0.35,0.218652674,0.338842953,29.12,3.17,4,13,3885,1295,NN
3495,LOSS,boots,683.5333333,713.0625,30,32,3,0,5,19.16,2.99,10,900.25,NN|VB,,,,0.078027187,0.078762187,29.12,3.17,4,13,3885,1295,NN
3496,LOST,found,597.6896552,781.8064516,29,31,1,1,5,396,4.31,7,1470.75,VB|NN,antonym,0.747,0.41,0.400300265,0.108868532,274,4.15,4,12,5879,1959.67,VB|JJ|NN
3497,LOST,alligator,743.9666667,712.2666667,30,30,3,0,9,3.49,2.25,0,2145.25,NN,,,,0,0.60226524,274,4.15,4,12,5879,1959.67,VB|JJ|NN
3498,LOTS,drug,622.6785714,633.6129032,28,31,3,0,4,45.22,3.36,3,459,NN|VB,,,,0.082229671,0.086005205,60.16,3.49,4,8,3380,1126.67,NN
3499,LOTS,joke,583.8709677,678.5151515,31,33,3,0,4,73.02,3.57,7,423.67,NN|VB,,,,0.061042775,0.056794195,60.16,3.49,4,8,3380,1126.67,NN
3500,LOTS,little,665.59375,641.5483871,32,31,1,1,6,1446.39,4.87,0,1886.6,JJ|RB|NN,antonym,0.138,0.47,0.131103452,0.162710885,60.16,3.49,4,8,3380,1126.67,NN
3501,LOUD,jump,655.8064516,779.2580645,31,31,4,0,4,69.82,3.55,6,562.67,NN|VB,,,,0.066067748,0.076260614,4,39.82,3.31,3,3501,1167,JJ|NN
3502,LOUD,pain,623.21875,578.2903226,32,31,2,1,4,97.94,3.7,11,2970.67,NN|VB,unclassified,0.018,0.17,0.092300023,0.310882707,4,39.82,3.31,3,3501,1167,JJ|NN
3503,LOUNGE,help,664.3793103,611.4375,29,32,4,0,4,921.12,4.67,7,1188.67,VB|NN,,,,0.06523177,0.364200438,6,7.86,2.6,0,10130,2026,NN|VB
3504,LOUNGE,hotel,690.25,589.7096774,32,31,2,1,5,103.22,3.72,1,2057,NN,bpa,0.014,0.38,0.052957409,1.319670445,6,7.86,2.6,0,10130,2026,NN|VB
3505,LOVER,fighter,674.0606061,656.4333333,33,30,2,1,7,12.78,2.81,2,2164.33,NN,antonym,0.038,0.1,0.072591654,0.092995672,5,26.63,3.13,12,10073,2518.25,NN
3506,LOVER,inhale,752.1153846,817,26,30,4,0,6,2.35,2.08,0,2926.8,VB,,,,0.050105404,0.033422573,5,26.63,3.13,12,10073,2518.25,NN
3507,LOVING,caring,631.25,644.8666667,32,30,1,1,6,7.04,2.56,5,3691.2,VB,synonym,0.37,0.47,0.227319,0.280864297,25,3.11,6,4,13591,2718.2,JJ|NN|VB
3508,LOVING,sign,626.34375,689.9666667,32,30,3,0,4,133.27,3.83,1,920,NN|VB,,,,0.043915503,0.009025928,25,3.11,6,4,13591,2718.2,JJ|NN|VB
3509,LOW,high,640.3939394,679.6129032,33,31,1,1,4,195,4,3,793,JJ|RB|NN,antonym,0.777,0.79,0.505169692,0.392894836,59.14,3.48,3,16,2155,1077.5,JJ|NN|RB|VB
3510,LOW,breathe,657.9354839,602.46875,31,32,3,0,7,48.51,3.39,3,2364.17,VB,,,,0.002076137,0,59.14,3.48,3,16,2155,1077.5,JJ|NN|RB|VB
3511,LOWER,chew,613.6333333,683.5806452,30,31,3,0,4,9.06,2.67,4,1191.67,VB|NN,,,,0.075493207,0.152909361,27.78,3.15,5,10,8801,2200.25,JJ|RB
3512,LOWER,higher,661.6451613,671.7096774,31,31,1,1,6,27.84,3.15,1,2058,JJ,antonym,0.29,0.77,0,0.748391041,27.78,3.15,5,10,8801,2200.25,JJ|RB
3513,LOYAL,TRUE,623.53125,673.4375,32,32,2,1,4,253.35,4.11,1,918.33,JJ,synonym,0.038,0.25,0.10604242,0.268058543,5,12,2.79,2,4786,1196.5,JJ
3514,LOYAL,thing,618.34375,598,32,31,4,0,5,1088.67,4.74,4,3305.75,NN,,,,0,0.029343364,5,12,2.79,2,4786,1196.5,JJ
3515,LOYALTY,carry,636.5625,751.2857143,32,28,4,0,5,65.9,3.53,7,1495,VB|NN,,,,0.027942955,0,7,11.67,2.78,1,5859,976.5,NN
3516,LOYALTY,husband,785.96875,654.40625,32,32,2,1,7,194.8,4,0,1305.33,NN|VB,perceptual property,0.02,-0.01,0.051739872,0.043547976,7,11.67,2.78,1,5859,976.5,NN
3519,LUCK,fortune,664.6666667,676.516129,33,31,2,1,7,29.76,3.18,0,1536.17,NN,synonym,0.034,0.4,0.130958124,1.457428513,4,153.73,3.89,11,1967,655.67,NN
3520,LUCK,maze,738.5185185,758.0714286,27,28,4,0,4,2.55,2.12,13,762.67,NN,,,,0.008385659,0.117207283,4,153.73,3.89,11,1967,655.67,NN
3521,LUGGAGE,plane,562,611,31,30,2,1,5,95.53,3.69,5,2138.5,NN|VB,script,0.034,0.29,0.045382818,0.731838463,7,11.12,2.75,0,3746,624.33,NN
3522,LUGGAGE,explode,703.6451613,677.1333333,31,30,4,0,7,9.78,2.7,1,1027.33,VB|NN,,,,0.037072093,0.077228417,7,11.12,2.75,0,3746,624.33,NN
3523,LUMBER,build,597.7,617.6060606,30,33,2,1,5,48.08,3.39,2,678.75,VB|NN,unclassified,0.02,0.3,0.185875661,0.355105463,6,2.47,2.1,4,8661,1732.2,NN|VB
3524,LUMBER,tornado,741.4333333,696.4375,30,32,4,0,7,2.55,2.12,0,1276.5,NN,,,,0.115562504,0.02289092,6,2.47,2.1,4,8661,1732.2,NN|VB
3525,LUMP,bump,767.1666667,603.1333333,30,30,1,1,4,12.35,2.8,8,675.33,NN|VB,synonym,0.188,0.16,0.10887139,1.879818209,3.55,2.26,4,8,2089,696.33,NN|VB
3526,LUMP,purse,628.4074074,747.6333333,27,30,3,0,5,19.76,3,6,1312.5,NN|VB,,,,0.023647707,0.0086627,3.55,2.26,4,8,2089,696.33,NN|VB
3527,LUNCH,dinner,633.8125,624.4848485,32,33,1,1,6,202.67,4.01,2,3515,NN,category,0.269,0.6,0.661179157,8.169130363,104.12,3.73,5,6,5352,1338,NN|VB
3528,LUNCH,gas,690.9354839,609.0322581,31,31,3,0,3,67.78,3.54,8,1033,NN,,,,0.014433542,0.043435622,104.12,3.73,5,6,5352,1338,NN|VB
3529,LUNG,cancer,644.6363636,608.9677419,33,31,2,1,6,22.33,3.06,5,2895.6,NN,fpa,0.15,0.83,0.183251827,13.29703386,4,8.24,2.62,5,6356,2118.67,NN
