"prime","target","RT.200SOA","RT.1200SOA","obs.200SOA","obs.1200SOA","primecond","rel","t_length","t_freq","t_logfreq","t_orthoN","t_bgmean","t_POS","relation","FAS","LSA","BEAGLE_RPs","BEAGLE_PMI","p_freq","p_logfreq","p_length","p_orthoN","p_bgsum","p_bgmean","p_POS"
"OBSTACLE","course",646.21875,725.03125,32,32,1,1,6,487.22,4.4,1,1800.4,"NN|VB","fpa",0.14,0.26,0.134784061,1.079723159,2.59,2.12,8,0,11484,1640.57,"NN"
"OBSTACLE","robbery",634.387096774194,663.793103448276,31,29,3,0,7,23.04,3.07,2,1721.83,"NN",NA,NA,NA,0.009771077,0.082476404,2.59,2.12,8,0,11484,1640.57,"NN"
"OBTAIN","warm",676.193548387097,696.129032258065,31,31,4,0,4,52.14,3.42,10,1404,"JJ|VB",NA,NA,NA,0.020189409,0.029673371,6,3.73,2.28,0,10097,2019.4,"VB"
"OBTAIN","steal",714.78125,605.7,32,30,2,1,5,53.33,3.43,4,3209.75,"VB|NN","unclassified",0.021,0.07,0.228439402,0.094200157,6,3.73,2.28,0,10097,2019.4,"VB"
"OBVIOUS","bit",670.964285714286,635.3,28,30,4,0,3,235.04,4.08,16,1396.5,"NN|VB",NA,NA,NA,0.040982454,0,7,29.57,3.18,0,6797,1132.83,"JJ"
"OBVIOUS","hidden",651.333333333333,664.290322580645,30,31,2,1,6,21.27,3.04,1,1711,"VB|JJ","antonym",0.048,0.22,0.155999744,0.195246072,7,29.57,3.18,0,6797,1132.83,"JJ"
"OCCUPATION","race",687.483870967742,627,31,31,4,0,4,61.9,3.5,14,2068.67,"NN|VB",NA,NA,NA,0.041164751,0.053177759,10,4.12,2.32,0,19105,2122.78,"NN"
"OCCUPATION","money",593,769.548387096774,32,31,2,1,5,640.76,4.51,3,2020.25,"NN","unclassified",0.014,0.04,0.107009676,0.068170305,10,4.12,2.32,0,19105,2122.78,"NN"
"OCCUPIED","busy",644.387096774194,649.645161290323,31,31,1,1,4,106.53,3.74,4,737.67,"JJ","synonym",0.228,0.19,0.170724934,0.105661256,5.75,2.47,8,1,8494,1213.43,"VB|JJ"
"OCCUPIED","shake",644.09375,633.0625,32,32,3,0,5,39.63,3.31,11,917.25,"VB|NN",NA,NA,NA,0.155451228,0.049192094,5.75,2.47,8,1,8494,1213.43,"VB|JJ"
"OCEAN","sea",616.655172413793,634.166666666667,29,30,1,1,3,59.84,3.48,10,1923,"NN","category",0.291,0.52,0.165073808,1.842988034,30.29,3.19,5,0,7579,1894.75,"NN"
"OCEAN","print",651.28125,624.689655172414,32,29,3,0,5,19.96,3.01,2,3532.75,"NN|VB",NA,NA,NA,0.041384725,0.061048011,30.29,3.19,5,0,7579,1894.75,"NN"
"OCTOPUS","arms",634.666666666667,673.484848484848,30,33,1,1,4,59.8,3.48,6,1248.33,"NN|VB","perceptual property",0.153,0.31,0.130949997,0.462275151,1.94,2,7,0,5769,961.5,"NN"
"OCTOPUS","extinct",761.58064516129,755.933333333333,31,30,3,0,7,2.51,2.11,0,2489.5,"JJ",NA,NA,NA,0.058799837,0.040489854,1.94,2,7,0,5769,961.5,"NN"
"ODD","baseball",719.58064516129,651.75,31,32,4,0,8,25.25,3.11,0,1422.43,"NN",NA,NA,NA,0.051547228,0.034201473,3,24.04,3.09,3,741,370.5,"JJ"
"ODD","unusual",715.48275862069,777.15625,29,32,2,1,7,23.73,3.08,0,1325.67,"JJ","synonym",0.014,0.42,0.422029113,0.330231943,3,24.04,3.09,3,741,370.5,"JJ"
"ODDS","against",666.903225806452,850.129032258065,31,31,2,1,7,201.73,4.01,0,2438.83,"minor","bpa",0.053,0.38,0.040001658,0.943395872,4,19.02,2.99,1,1156,385.33,"NN"
"ODDS","wash",609,691.363636363636,31,33,4,0,4,40.73,3.32,11,1137,"NN|VB",NA,NA,NA,0.013877095,0,4,19.02,2.99,1,1156,385.33,"NN"
"OFF","on",635.566666666667,594.774193548387,30,31,1,1,2,6955.73,5.55,9,4606,"minor|JJ","antonym",0.897,0.67,0.282263099,0.104002283,1179.51,4.78,3,2,603,301.5,"minor|NN|JJ|VB"
"OFF","paper",642.625,589.774193548387,32,31,3,0,5,103.35,3.72,4,2449,"NN|VB",NA,NA,NA,0.042679193,0.023226618,1179.51,4.78,3,2,603,301.5,"minor|NN|JJ|VB"
"OFFEND","bother",635.275862068965,861.967741935484,29,31,2,1,6,67.37,3.54,1,2180.6,"VB|NN|minor","unclassified",0.022,0.1,0.092737161,0.16120556,6,5.22,2.43,0,6752,1350.4,"VB"
"OFFEND","music",600.3,695.096774193548,30,31,4,0,5,151.65,3.89,0,1453.5,"NN",NA,NA,NA,0.059771418,0.004966623,6,5.22,2.43,0,6752,1350.4,"VB"
"OFFENSE","defense",705.516129032258,654.6,31,30,1,1,7,32.65,3.22,1,1887,"NN","antonym",0.638,0.35,0.193188932,4.949832029,16.47,2.92,7,1,8877,1479.5,"NN"
"OFFENSE","pill",641.838709677419,632.464285714286,31,28,3,0,4,11.82,2.78,14,1290,"NN",NA,NA,NA,0.133956287,0.122859467,16.47,2.92,7,1,8877,1479.5,"NN"
"OFFICE","rocket",705.838709677419,783.967741935484,31,31,3,0,6,11.84,2.78,7,1197.2,"NN|VB",NA,NA,NA,0.038795235,0.016720234,203.9,4.02,6,0,5327,1065.4,"NN"
"OFFICE","desk",675.125,658.096774193548,32,31,1,1,4,43.9,3.35,3,2438.67,"NN","fpa",0.174,0.47,0.123216553,0.897052361,203.9,4.02,6,0,5327,1065.4,"NN"
"OFFICER","ballet",827.6,685.78125,30,32,4,0,6,10.25,2.72,6,2045.6,"NN",NA,NA,NA,0.025563195,0.399910804,7,103.24,3.72,1,11489,1914.83,"NN"
"OFFICER","navy",671.818181818182,688.689655172414,33,29,2,1,4,25.69,3.12,1,606.33,"NN|JJ","bpa",0.02,0.46,0.219537886,0.889331925,7,103.24,3.72,1,11489,1914.83,"NN"
"OFFICIAL","cereal",754.322580645161,795.451612903226,31,31,3,0,6,6.35,2.51,0,3443,"NN",NA,NA,NA,0.032945621,0.144190036,24,3.09,8,0,8865,1266.43,"JJ|NN"
"OFFICIAL","referee",779.5,883.166666666667,26,24,1,1,7,3.59,2.26,0,2855.67,"NN","synonym",0.096,0.07,0.032123043,2.399602632,24,3.09,8,0,8865,1266.43,"JJ|NN"
"OFTEN","ax",859.363636363636,823.636363636364,22,22,4,0,2,4.33,2.35,8,94,"NN|VB",NA,NA,NA,0.018462452,0.458167897,5,57.35,3.47,0,8571,2142.75,"RB"
"OFTEN","enough",706.333333333333,610.212121212121,30,33,2,1,6,501.33,4.41,0,1416.4,"RB|JJ|NN","fpa",0.021,0.41,0.202044013,0.102974041,5,57.35,3.47,0,8571,2142.75,"RB"
"OINTMENT","medicine",637.6,718.689655172414,30,29,1,1,8,34.2,3.24,0,2935.86,"NN","supraordinate",0.156,0.1,0.008065112,0.518456265,1.63,1.92,8,0,18930,2704.29,"NN"
"OINTMENT","stone",634.65625,654.5,32,32,3,0,5,40.63,3.32,8,2953,"NN|VB",NA,NA,NA,0.027537836,0,1.63,1.92,8,0,18930,2704.29,"NN"
"OKAY","alright",616.5625,717.322580645161,32,31,1,1,7,79.29,3.61,0,1265.33,"RB","synonym",0.262,0.07,0.030352683,4.921483877,2006.27,5.01,4,0,766,255.33,"JJ|minor|NN|VB"
"OKAY","zero",640.633333333333,706.2,30,30,3,0,4,21.45,3.04,2,2936.33,"minor|NN|VB",NA,NA,NA,0.024720221,0.114726105,2006.27,5.01,4,0,766,255.33,"JJ|minor|NN|VB"
"OLD","new",557.75,708.875,32,32,1,1,3,723.78,4.57,10,1292,"JJ|NN","synonym",0.473,0.34,0.17273951,0.15816463,608.94,4.49,3,1,1627,813.5,"JJ|NN"
"OLD","value",651,618.53125,32,32,3,0,5,21.51,3.04,2,1131.25,"NN|VB",NA,NA,NA,0.005742955,0,608.94,4.49,3,1,1627,813.5,"JJ|NN"
"OLIGARCHY","part",661.387096774194,598.806451612903,31,31,3,0,4,261.51,4.13,14,1688.67,"NN|VB",NA,NA,NA,0.007530727,0,0.16,0.95,9,0,10641,1330.13,"NN"
"OLIGARCHY","government",806.2,619.787878787879,30,33,1,1,10,65.24,3.52,0,2011.11,"NN","supraordinate",0.073,0.39,0.093886264,1.248407635,0.16,0.95,9,0,10641,1330.13,"NN"
"OLYMPICS","bicycle",644.935483870968,758.032258064516,31,31,4,0,7,6.61,2.53,0,1193.33,"NN",NA,NA,NA,0.060706459,0.10698474,8,4.25,2.34,0,7076,1010.86,"NN"
"OLYMPICS","gold",581.806451612903,677.566666666667,31,30,2,1,4,78.94,3.61,11,662.67,"NN|JJ","unclassified",0.067,0.2,0,2.78165673,8,4.25,2.34,0,7076,1010.86,"NN"
"ONCE","never",722.366666666667,677.333333333333,30,30,2,1,5,1362.55,4.84,4,2704.5,"RB|NN","antonym",0.014,0.64,0.285610852,0.132900178,4,344.88,4.25,0,7636,2545.33,"RB|NN"
"ONCE","alcohol",670.451612903226,660.064516129032,31,31,4,0,7,16.57,2.93,0,1359.5,"NN",NA,NA,NA,0.064762459,0.020057286,4,344.88,4.25,0,7636,2545.33,"RB|NN"
"ONION","hamburger",582.137931034483,722.4375,29,32,2,1,9,7.78,2.6,0,1508.88,"NN","script",0.02,0.26,0.087101621,9.254084572,5,4.24,2.34,2,13238,3309.5,"NN"
"ONION","unclear",754.448275862069,793.833333333333,29,30,4,0,7,1.47,1.88,1,2004.5,"JJ",NA,NA,NA,0.004229871,0.036791336,5,4.24,2.34,2,13238,3309.5,"NN"
"OODLES","noodles",773.407407407407,768.677419354839,27,31,1,1,7,NA,NA,NA,NA,NA,"fpa",0.455,NA,0,127.6813075,0.45,1.38,6,0,9678,1935.6,"NN"
"OODLES","magazine",740.71875,783.1,32,30,3,0,8,33.2,3.23,0,1782.43,"NN",NA,NA,NA,0,0,0.45,1.38,6,0,9678,1935.6,"NN"
"OPEN","close",652.966666666667,603.689655172414,30,29,1,1,5,219.43,4.05,3,1231,"VB","antonym",0.723,0.54,0.45940882,0.513896515,320.41,4.21,4,3,6230,2076.67,"JJ|VB|NN|RB"
"OPEN","smudge",752.142857142857,964.111111111111,28,27,3,0,6,1,1.72,1,517.6,"NN",NA,NA,NA,0.032493785,0.064101726,320.41,4.21,4,3,6230,2076.67,"JJ|VB|NN|RB"
"OPENER","cheat",638.666666666667,700.793103448276,33,29,3,0,5,17.67,2.96,4,2315.5,"VB|NN",NA,NA,NA,0.118269209,0.044924477,3.39,2.24,6,1,14667,2933.4,"NN"
"OPENER","can",624.484848484848,618.53125,33,32,1,1,3,5247.45,5.43,15,2643,"VB|NN","bpa",0.768,0.21,0.029169915,0.221364397,3.39,2.24,6,1,14667,2933.4,"NN"
"OPENING","closing",638.903225806452,824.633333333333,31,30,1,1,7,26.14,3.13,0,2567.5,"VB|NN","antonym",0.507,0.3,0.45940882,0.513896515,38.43,3.29,7,0,18562,3093.67,"NN|VB"
"OPENING","repeat",675.645161290323,652.575757575758,31,33,3,0,6,33.02,3.23,3,2575,"VB|NN",NA,NA,NA,0.066349615,0.059886497,38.43,3.29,7,0,18562,3093.67,"NN|VB"
"OPERATION","surgery",668.25,702.096774193548,32,31,1,1,7,32.37,3.22,0,1754.5,"NN","synonym",0.196,0.27,0.275223898,0.263115742,43.94,3.35,9,0,27758,3469.75,"NN"
"OPERATION","valuable",803.75,665.4,32,30,3,0,8,15.59,2.9,0,1451.57,"JJ",NA,NA,NA,0.082594551,0.080988033,43.94,3.35,9,0,27758,3469.75,"NN"
"OPPORTUNITY","chance",556.121212121212,678.4,33,30,1,1,6,241.24,4.09,2,1835,"NN|VB","synonym",0.25,0.5,0.36752618,0.383338968,41,3.32,11,0,13081,1308.1,"NN"
"OPPORTUNITY","modern",756.032258064516,763.15625,31,32,3,0,6,18.24,2.97,0,2147,"JJ|NN",NA,NA,NA,0.123445286,0.23553491,41,3.32,11,0,13081,1308.1,"NN"
"OPPOSITE","monk",776.576923076923,792.260869565217,26,23,3,0,4,7.37,2.58,5,1952,"NN",NA,NA,NA,0.085759558,0.046729791,15.2,2.89,8,0,11447,1635.29,"JJ|NN|minor"
"OPPOSITE","same",597.161290322581,795.666666666667,31,30,1,1,4,417.18,4.33,15,1140.67,"JJ","antonym",0.349,0.43,0.196357527,0.210429734,15.2,2.89,8,0,11447,1635.29,"JJ|NN|minor"
"OPTIMISTIC","self",622.6875,658.870967741935,32,31,4,0,4,14.16,2.86,2,1288.67,"NN",NA,NA,NA,0.044304079,0.102169741,10,3.39,2.24,0,21542,2393.56,"JJ"
"OPTIMISTIC","view",606.7,627.75,30,32,2,1,4,38.53,3.29,2,779.67,"NN|VB","fpa",0.02,0.31,0.044450185,0.621645508,10,3.39,2.24,0,21542,2393.56,"JJ"
"OPTION","loving",720.060606060606,617.903225806452,33,31,4,0,6,25,3.11,4,2718.2,"JJ|NN|VB",NA,NA,NA,0.012134143,0.048116756,6,14.43,2.87,0,13005,2601,"NN|VB"
"OPTION","open",685.870967741935,648.3125,31,32,2,1,4,320.41,4.21,3,2076.67,"JJ|VB|NN|RB","unclassified",0.027,0.13,0.053127176,0.107187835,6,14.43,2.87,0,13005,2601,"NN|VB"
"ORCHESTRA","wet",597.612903225806,564.137931034483,31,29,4,0,3,39.22,3.3,14,919,"JJ|NN|VB",NA,NA,NA,0.080082454,0.587584649,9,5.51,2.45,0,19304,2413,"NN"
"ORCHESTRA","violin",695.724137931035,619.666666666667,29,30,2,1,6,4.75,2.39,0,2845.2,"NN","script",0.144,0.65,0.051893185,9.284670758,9,5.51,2.45,0,19304,2413,"NN"
"ORCHID","plant",642.064516129032,597.677419354839,31,31,2,1,5,27.61,3.15,4,2324.25,"NN|VB","supraordinate",0.032,0.46,0.158779839,1.764603389,6,2.16,2.05,0,6635,1327,"NN"
"ORCHID","chalk",647.933333333333,729.34375,30,32,4,0,5,3.59,2.26,0,1458,"NN|VB",NA,NA,NA,0.020273332,0,6,2.16,2.05,0,6635,1327,"NN"
"ORDERLY","college",599,771.413793103448,31,29,4,0,7,85.18,3.64,1,1741.5,"NN|VB",NA,NA,NA,0.047620688,0.118150927,7,4.37,2.35,0,13972,2328.67,"JJ|RB"
"ORDERLY","fashion",787.53125,643.387096774194,32,31,2,1,7,18.76,2.98,0,1895.83,"NN|VB","fpa",0.047,0.21,0.081412242,2.156476954,7,4.37,2.35,0,13972,2328.67,"JJ|RB"
"ORDINARY","swing",669.133333333333,764.451612903226,30,31,3,0,5,25.98,3.12,6,2869.5,"NN|VB",NA,NA,NA,0.059828776,0.208179791,19.08,2.99,8,0,17180,2454.29,"JJ"
"ORDINARY","plain",674.266666666667,652.78125,30,32,1,1,5,21.82,3.05,2,2652.5,"JJ|NN|RB","synonym",0.272,0.17,0.104326248,0.174893683,19.08,2.99,8,0,17180,2454.29,"JJ"
"ORE","iron",687.096774193548,665.379310344828,31,29,1,1,4,17.94,2.96,2,2524.33,"NN|VB|JJ","bpa",0.326,0.83,0.126102312,8.749844634,1.65,1.93,3,7,7296,3648,"NN"
"ORE","near",669.030303030303,700.387096774194,33,31,3,0,4,83.1,3.63,13,2351.67,"minor|JJ|VB|RB",NA,NA,NA,0.104619596,0.040442064,1.65,1.93,3,7,7296,3648,"NN"
"OREGANO","spice",672.5,624.9,30,30,1,1,5,5.29,2.43,7,1393.5,"NN|VB","supraordinate",0.487,0.03,0,25.95628415,0.82,1.63,7,0,12626,2104.33,"NN"
"OREGANO","nut",600.48275862069,665.03125,29,32,3,0,3,15.63,2.9,11,606.5,"NN",NA,NA,NA,0.097599417,0.070854071,0.82,1.63,7,0,12626,2104.33,"NN"
"ORGANIZE","flop",900.916666666667,794.782608695652,24,23,3,0,4,2.31,2.08,8,897.67,"NN|VB",NA,NA,NA,0.041865711,0.510266563,4.31,2.34,8,0,9775,1396.43,"VB"
"ORGANIZE","neat",640.758620689655,861.133333333333,29,30,1,1,4,12.45,2.8,12,2757,"JJ|NN","unclassified",0.207,0.1,0.087284416,0.088490895,4.31,2.34,8,0,9775,1396.43,"VB"
"ORIENT","dots",680.428571428571,789.56,28,25,4,0,4,3.06,2.2,5,833,"NN",NA,NA,NA,0.103839356,0.097418265,6,1.59,1.91,0,13715,2743,"NN|JJ"
"ORIENT","asia",689.037037037037,748.548387096774,27,31,2,1,4,5.29,2.43,1,1423.33,"NN","unclassified",0.113,0.6,0.049330245,0.297033718,6,1.59,1.91,0,13715,2743,"NN|JJ"
"ORIGINAL","cologne",734.148148148148,949.964285714286,27,28,3,0,7,3.16,2.21,0,1377.5,"NN",NA,NA,NA,0.04242247,0.089710204,28.24,3.16,8,0,18410,2630,"JJ|NN"
"ORIGINAL","first",645.709677419355,855.066666666667,31,30,1,1,5,840.57,4.63,0,1660.75,"JJ|RB|NN","synonym",0.3,0.39,0.279201913,0.07826214,28.24,3.16,8,0,18410,2630,"JJ|NN"
"ORIGINATE","begin",564.266666666667,782.90625,30,32,1,1,5,56.98,3.46,2,2191.25,"VB|NN","synonym",0.244,0.13,0.162155566,0.047739694,0.29,1.2,9,0,23922,2990.25,"VB"
"ORIGINATE","danger",700.71875,759.28125,32,32,3,0,6,43.67,3.35,5,3061.8,"NN",NA,NA,NA,0.027221055,0.064455525,0.29,1.2,9,0,23922,2990.25,"VB"
"ORNAMENT","shove",772.964285714286,763.387096774194,28,31,4,0,5,13.22,2.83,4,1232.75,"VB|NN",NA,NA,NA,0.080134734,0.374249208,8,1.14,1.77,0,14174,2024.86,"NN"
"ORNAMENT","tree",561.903225806452,622.909090909091,31,33,2,1,4,65,3.52,4,2366.67,"NN","script",0.27,0.02,0.106362262,0.39425645,8,1.14,1.77,0,14174,2024.86,"NN"
"OTTER","ghost",697.935483870968,616.032258064516,31,31,4,0,5,36.59,3.27,0,1519.75,"NN",NA,NA,NA,0.117029312,0.06332238,5,1.35,1.85,3,12134,3033.5,"NN"
"OTTER","lake",650.290322580645,675.1,31,30,2,1,4,36,3.26,16,1082.67,"NN","script",0.02,0.13,0.054908868,6.711132127,5,1.35,1.85,3,12134,3033.5,"NN"
"OUCH","go",704.290322580645,611.066666666667,31,30,3,0,2,3793.04,5.29,7,361,"VB|NN",NA,NA,NA,0.05129793,0.164054912,10.96,2.75,4,2,3636,1212,"minor|NN"
"OUCH","hurt",572.516129032258,716,31,32,1,1,4,246.35,4.1,5,882.33,"VB","synonym",0.401,0.27,0.040519321,1.502713149,10.96,2.75,4,2,3636,1212,"minor|NN"
"OUNCE","headache",730.393939393939,675.166666666667,33,30,3,0,8,14.1,2.86,0,1411.29,"NN",NA,NA,NA,0.096066523,0,4.04,2.32,5,1,6561,1640.25,"NN"
"OUNCE","pound",602.46875,604.645161290323,32,31,1,1,5,13.88,2.85,7,1592,"NN|VB","category",0.533,0.54,0.191811352,12.1378421,4.04,2.32,5,1,6561,1640.25,"NN"
"OUT","in",566.225806451613,534.9,31,30,1,1,2,9773.41,5.7,7,6910,"minor|RB|JJ","antonym",0.804,0.77,0.282287318,0.063978464,3865.31,5.29,3,10,2617,1308.5,"minor|JJ"
"OUT","cup",676.241379310345,623.962962962963,29,27,3,0,3,51.65,3.42,8,531,"NN|VB",NA,NA,NA,0.070913932,0.088397894,3865.31,5.29,3,10,2617,1308.5,"minor|JJ"
"OUTCOME","end",553.821428571429,706.060606060606,28,33,1,1,3,265.86,4.13,1,2789,"NN|VB","synonym",0.31,0.19,0.084570587,0.098355659,3.94,2.31,7,0,8287,1381.17,"NN"
"OUTCOME","record",674.15625,564.193548387097,32,31,3,0,6,85.59,3.64,1,2339.8,"NN",NA,NA,NA,0.088514903,0.063800694,3.94,2.31,7,0,8287,1381.17,"NN"
"OUTDOORS","lose",678.51724137931,682.96,29,25,3,0,4,164.35,3.92,14,1448.33,"VB",NA,NA,NA,0.174632849,0.272755831,2.1,2.03,8,0,8370,1195.71,"RB|NN"
"OUTDOORS","indoors",599.90625,641.866666666667,32,30,1,1,7,2.47,2.1,0,2401.5,"NN","antonym",0.224,0.62,0.173966602,101.2432559,2.1,2.03,8,0,8370,1195.71,"RB|NN"
"OUTGOING","extrovert",869.666666666667,908.521739130435,24,23,2,1,9,0.1,0.78,0,1770.75,"NN","synonym",0.041,0.17,0,0,8,1.76,1.96,0,14157,2022.43,"JJ|NN"
"OUTGOING","view",573.0625,701.090909090909,32,33,4,0,4,38.53,3.29,2,779.67,"NN|VB",NA,NA,NA,0.036491375,0.032072059,8,1.76,1.96,0,14157,2022.43,"JJ|NN"
"OUTLET","plug",692.225806451613,770.241379310345,31,29,1,1,4,10.41,2.73,3,558.33,"NN|VB","functional property",0.217,0.62,0.0724744,2.148279273,2,2.01,6,2,7807,1561.4,"NN"
"OUTLET","attempt",678.096774193548,626.7,31,30,3,0,7,19.12,2.99,0,1916.67,"NN|VB",NA,NA,NA,0.035009454,0.06203715,2,2.01,6,2,7807,1561.4,"NN"
"OUTRAGEOUS","funny",598.193548387097,544.466666666667,31,30,2,1,5,218.18,4.05,6,696.75,"JJ","unclassified",0.053,0.13,0.133977481,1.608005411,10,6.33,2.51,0,12795,1421.67,"JJ"
"OUTRAGEOUS","snail",744.34375,681.633333333333,32,30,4,0,5,1.76,1.96,1,986.25,"NN",NA,NA,NA,0.041649656,0,10,6.33,2.51,0,12795,1421.67,"JJ"
"OVAL","office",637.533333333333,770.4375,30,32,2,1,6,203.9,4.02,0,1065.4,"NN","fpa",0.103,0.15,0.059188341,0.484431121,4,1.35,1.85,2,4072,1357.33,"JJ|NN"
"OVAL","basketball",611.9375,844.064516129032,32,31,4,0,10,21.39,3.04,0,1136.22,"NN",NA,NA,NA,0.056950411,0.055187152,4,1.35,1.85,2,4072,1357.33,"JJ|NN"
"OVEN","sad",633.181818181818,568.5,33,30,4,0,3,63.37,3.51,18,893.5,"JJ|NN",NA,NA,NA,0.098843138,0.071447292,4,8.88,2.66,5,6258,2086,"NN"
"OVEN","heat",608.451612903226,724.967741935484,31,31,2,1,4,40.08,3.31,11,2581.67,"NN|VB","perceptual property",0.042,0.49,0.102692237,2.872262466,4,8.88,2.66,5,6258,2086,"NN"
"OVER","turn",653.71875,864.833333333333,32,30,2,1,4,306.47,4.19,5,855.33,"VB|NN","bpa",0.021,0.5,0.232802644,0.129699828,4,1323.29,4.83,3,8604,2868,"minor|RB|NN"
"OVER","wire",739.354838709677,653.48275862069,31,29,4,0,4,27.51,3.15,16,1939.67,"NN|VB",NA,NA,NA,0.036400168,0.030028859,4,1323.29,4.83,3,8604,2868,"minor|RB|NN"
"OVERCOME","obstacle",812.285714285714,718.766666666667,28,30,1,1,8,2.59,2.12,0,1640.57,"NN",NA,0.075,0.31,0.049989867,9.047105428,6.2,2.5,8,1,14467,2066.71,"VB"
"OVERCOME","nothing",607.161290322581,674.1875,31,32,3,0,7,853.61,4.64,0,2487.83,"NN",NA,NA,NA,0.073411757,0.12201065,6.2,2.5,8,1,14467,2066.71,"VB"
"OVERFLOW","italian",705.266666666667,699.8,30,30,4,0,7,3.8,2.29,0,2414,"JJ|NN",NA,NA,NA,0.079921674,0.100177367,8,0.96,1.7,0,11366,1623.71,"NN"
"OVERFLOW","spill",647.857142857143,608.096774193548,28,31,2,1,5,8.47,2.64,6,1174.75,"NN|VB","unclassified",0.055,0.19,0.028065829,2.467188294,8,0.96,1.7,0,11366,1623.71,"NN"
"OVERPOWER","negative",663.612903225806,707.066666666667,31,30,4,0,8,25.65,3.12,0,2150.71,"JJ|NN",NA,NA,NA,0.100162944,0.062918863,9,0.59,1.49,0,17279,2159.88,"VB"
"OVERPOWER","beat",608.1875,656.379310344828,32,29,2,1,4,131.69,3.83,20,2284.67,"VB|NN","synonym",0.013,0.07,0.040488173,0.307682273,9,0.59,1.49,0,17279,2159.88,"VB"
"OVERVIEW","away",570.233333333333,731,30,30,4,0,4,730.9,4.57,2,437.67,"RB|minor",NA,NA,NA,0.05382118,0.009059147,NA,NA,NA,NA,NA,NA,NA
"OVERVIEW","preview",707.774193548387,665.090909090909,31,33,2,1,7,1.43,1.87,0,1449.17,"NN|VB","unclassified",0.027,0.28,0.036084392,0.388022671,NA,NA,NA,NA,NA,NA,NA
"OVERWHELM","excited",739.6,718.53125,30,32,1,1,7,48.61,3.39,1,2121,"VB|JJ","unclassified",0.073,0.09,0.082610836,0.151537232,0.69,1.56,9,0,12496,1562,"VB"
"OVERWHELM","again",593.58064516129,630.733333333333,31,30,3,0,5,792.71,4.61,0,2303,"RB",NA,NA,NA,0.04062988,0.668459883,0.69,1.56,9,0,12496,1562,"VB"
"OWE","lend",797.137931034483,755.739130434783,29,23,2,1,4,11.67,2.78,12,2998,"VB","unclassified",0.014,0.33,0.262561921,0.147639119,3,74.16,3.58,7,1170,585,"VB"
"OWE","many",662.793103448276,715.612903225806,29,31,4,0,4,359.43,4.26,3,1773,"JJ|NN|minor",NA,NA,NA,0.029379809,0.024527474,3,74.16,3.58,7,1170,585,"VB"
"OWN","mine",708.931034482759,833.28125,29,32,1,1,4,250.98,4.11,20,3514,"NN|VB|minor","unclassified",0.217,0.23,0.126405953,0.100382495,459.2,4.37,3,2,851,425.5,"JJ|VB"
"OWN","yard",572.741935483871,776.387096774194,31,31,3,0,4,25.06,3.11,6,1235.67,"NN",NA,NA,NA,0.14645356,0.062807115,459.2,4.37,3,2,851,425.5,"JJ|VB"
"OWNER","foreign",713,775.15625,31,32,4,0,7,22.29,3.06,0,1543,"JJ",NA,NA,NA,0.017921175,0.013846174,5,23.24,3.07,1,9288,2322,"NN"
"OWNER","seller",716.666666666667,655.548387096774,30,31,2,1,6,2.2,2.05,3,2992,"NN","unclassified",0.048,0.23,0.116058202,0.397652135,5,23.24,3.07,1,9288,2322,"NN"
"OXYGEN","breathe",585.466666666667,691.75,30,32,2,1,7,48.51,3.39,3,2364.17,"VB","unclassified",0.126,0.55,0.164363453,7.461369085,6,13.88,2.85,0,5159,1031.8,"NN|JJ"
"OXYGEN","write",674.666666666667,742.6,30,30,4,0,5,126.8,3.81,4,2391.25,"VB",NA,NA,NA,0.024280727,0.183547988,6,13.88,2.85,0,5159,1031.8,"NN|JJ"
"OYSTER","clam",678.15625,699.153846153846,32,26,1,1,4,3.92,2.3,7,1181,"NN|VB","category",0.359,0.37,0.177166544,39.41732743,3.06,2.2,6,1,14495,2899,"NN"
"OYSTER","shampoo",651.366666666667,670.53125,30,32,3,0,7,4.22,2.33,0,1044,"NN|VB",NA,NA,NA,0,0,3.06,2.2,6,1,14495,2899,"NN"
"OZONE","cabbage",697.967741935484,816.034482758621,31,29,3,0,7,2.9,2.17,0,959.33,"NN",NA,NA,NA,0.046577053,0.079898587,2.14,2.04,5,0,6953,1738.25,"NN"
"OZONE","layer",619.03125,695.064516129032,32,31,1,1,5,3.71,2.28,3,2196.5,"NN|VB","fpa",0.395,0.22,0.117042524,13.48003883,2.14,2.04,5,0,6953,1738.25,"NN"
"PACK","six",628.566666666667,755.645161290323,30,31,2,1,3,199.53,4.01,11,872.5,"minor|NN","bpa",0.041,0.31,0.084292365,0.276243247,4,43.82,3.35,16,3504,1168,"VB|NN"
"PACK","rot",737.5,996.086956521739,20,23,4,0,3,7.73,2.6,17,1524,"NN|VB",NA,NA,NA,0.155358529,0.055775405,4,43.82,3.35,16,3504,1168,"VB|NN"
"PACKAGE","guilt",693.733333333333,811.285714285714,30,28,4,0,5,14.9,2.88,4,654,"NN",NA,NA,NA,0.100709928,0.071533564,7,22.78,3.07,0,5613,935.5,"NN"
"PACKAGE","mail",658.933333333333,674.5625,30,32,2,1,4,36.84,3.27,16,1343.67,"NN|VB","supraordinate",0.07,0.48,0.253135961,0.764572193,7,22.78,3.07,0,5613,935.5,"NN"
